,loss,accuracy,val_loss,val_accuracy
0,1.852260947227478,0.48078158497810364,1.5645431280136108,0.4684951901435852
1,1.230980634689331,0.6024218201637268,1.2632032632827759,0.5900667309761047
2,0.99993896484375,0.6616824269294739,1.0128685235977173,0.6653076410293579
3,1.0304557085037231,0.6701220273971558,1.1154204607009888,0.6575241088867188
4,0.9531967639923096,0.6942482590675354,0.9268134832382202,0.702372133731842
5,0.9036523103713989,0.7216768860816956,1.0051603317260742,0.7012602090835571
6,0.8957441449165344,0.716264545917511,1.240302562713623,0.6360266804695129
7,0.6728609800338745,0.7705715298652649,0.9282203316688538,0.714974045753479
8,0.7606465816497803,0.7516741752624512,0.9501529932022095,0.702372133731842
9,0.7656606435775757,0.762407124042511,0.937779426574707,0.7134914994239807
10,0.6102046966552734,0.7909365892410278,0.920964777469635,0.7335063219070435
11,0.6029983758926392,0.7946977615356445,0.68787682056427,0.7794662714004517
12,0.622551441192627,0.7959820032119751,1.3184196949005127,0.7053372859954834
13,0.6139862537384033,0.8013026118278503,0.7205989360809326,0.7805781960487366
14,0.6351860761642456,0.8002018332481384,0.7141345143318176,0.7839140295982361
